order_id,payment_type,payment_value,is_canceled
01a75ac3dd000b7628a684be97c29234,credit_card,58,0
06a6627d9cc91a04e9d146bf65fee0a2,credit_card,113.62,0
01855f880aae9a984c7c33b26fcf2e02,credit_card,95.52,0
04a59fe46fc5aa341da5378c195ed53c,credit_card,75.18,0
00571ded73b3c061925584feab0db425,credit_card,389.82,0
02aec12849744e266394182861265286,credit_card,210.64,0
04040ee654b248cdc512a68ecc83e4cc,credit_card,275.19,0
0438fc3e115633e11a93c878a1591016,credit_card,264.22,0
0341b60065c49221a27293793f11b117,credit_card,125.33,0
05387d537bd2e5027aadbfb6a5123e4b,credit_card,43.78,0
08652363092b158440e2422e7c3ccaf4,credit_card,82.59,0
00125cb692d04887809806618a2a145f,credit_card,135.41,0
011b142c9e082a5c1d10e0a88cd9c8e8,credit_card,297.2,0
05ae7d6bd78e2a61f4c0076a9d690aa8,credit_card,235.83,0
01835ef41c5ac66dd9ec6084fa1d0533,credit_card,72.14,0
07fbc4f433fc8754c492bc6dfb0b1c52,credit_card,116.13,0
0132451f29a10b66a5cf1bacc85f9afe,credit_card,215.56,0
06bafdd8b6d0b5befb44337a7674a1ec,credit_card,91.05,0
00bdcdda88e6b02977fc6ce3d412c600,credit_card,137.83,0
045c9852284420b9c02d156436e1481c,credit_card,55.13,0
08763574782690116475ea62ffdecadb,credit_card,85.24,0
06875ab72c5b9bb2eb303a70031bfeb0,voucher,22.68,0
044d94a4ac73b24fe28ff5293ac35bd8,credit_card,65.53,0
00946f674d880be1f188abc10ad7cf46,credit_card,232.72,0
062d3e3b803bd3e569cf8c165602f8f4,credit_card,186.1,0
07a0bc58f3b841724c5b8c649da441d5,credit_card,166.35,0
00a0116ff15ff973ea16bee881208ae7,credit_card,194.12,0
02c371100bf54facae80322579c7fefb,credit_card,59.24,0
0300095becf10f9b2993706759522741,credit_card,98.93,0
006dd93155bc2abd844cc5eed3a0fe7f,credit_card,57.68,0
05d27719c66597da0628a53f6009ed67,credit_card,254.76,0
06f3401b97e4d89032cbd5ac7670247c,credit_card,171.62,0
06661c686ea79767c8ab8b8ffa3e62fd,credit_card,53.27,0
0435b65bfd0a1cd1c48a82f5b405ea78,credit_card,154.14,0
06d6b5a626ba890f56dae296e1384f75,credit_card,165.8,0
0350e1e5b7265e23e84b1e467e0b6b82,credit_card,37.76,0
07f2e5679e13d0e45de9da85bb833558,credit_card,31.33,0
0350fc2d00f48ad8a74efdf4d2fd4bdc,credit_card,89.58,0
064e219a982901ccffc2d33432b77a2c,credit_card,149.03,0
05c1808ab7242e387b4947245e0c0649,credit_card,63.52,0
04dd5aa087f6b04e0e145fb4c4fef047,credit_card,417.02,0
074d6aba62abd52ad27529d3fb746260,credit_card,111.81,0
0524a4740833e4c479484d6fd2735725,credit_card,158.01,0
03f2794ace8d10c0af8614f6fac2be3e,voucher,108.19,0
06450a9849cb4a8c2f3bbeba9995b64f,credit_card,335.48,0
0301ec492e902f2630234df285fa2a1b,credit_card,379.2,0
086f617d66181efa193629791e0a9076,credit_card,111.65,0
029e3b4c8e64bea4ba22e456cd1930a3,credit_card,87.64,0
0755fe651d86dd2feb3c6fff952d81e8,credit_card,149,0
02671152ed141efc95384bdd230bc544,credit_card,62.51,0
053fdca16d1f69bd52f908f070a19049,credit_card,69.71,0
084051935208c688c8cd5fae3d15810d,voucher,62.68,0
0420dbc50fc554e303e4b2d6b39063f6,credit_card,48.61,0
00471463a6106056c1a2a809f70de640,credit_card,265.96,0
02acaa2a6f24e9c4e0bec7141b65f29b,credit_card,44,0
03720fdc92032ee4abd471d172006ab0,credit_card,143.49,0
051fcda88d997d3ff86012da2a556342,credit_card,51.7,0
027b013d2186e25c2b82beb3679d0833,credit_card,139.17,0
05fdfff95f5ea9ee431961288fce4e0c,credit_card,158.52,0
06d8cb692ed19b092adaaf5337d01a39,credit_card,227.6,0
001c85b5f68d2be0cb0797afc9e8ce9a,credit_card,112.71,0
02ea547b6d2ee25305588fd50df58b46,credit_card,39.64,0
008fab5602c441d51f30b1464f5d4643,credit_card,65.55,0
059c0bd12954b4e72327c0ff67d9f2e8,credit_card,158.45,0
06aea78197dd41a649372acb8dbc33fb,credit_card,45.93,0
00a77f9cc25b05b2004752593d7b8888,credit_card,196.4,0
02608b91ec6070ff5fcd4b63dd964232,credit_card,38.28,0
03d842e44ef7cae41da34acb402983fa,credit_card,103.12,0
01380d0df5b7dc8bd13f2266a57bd42c,credit_card,27.86,0
02bee300cb834a5d334ae42fdc325e7a,credit_card,204.53,0
05b2ebbb3869fd116a0a1c247ba70d00,credit_card,33.75,0
0334c2700a7e8ac0f3efeb36b4a91e68,credit_card,71.15,0
05e6501cdfbd86fe9a3a788c3d411091,credit_card,44.28,0
055336f2daf168319875b812d23de1d4,credit_card,378.2,0
00bd2cb7e9076e1ccc9f766fc01a4cfd,credit_card,112.62,0
016fbc333d66b414be541c6159576c40,credit_card,103.42,0
011e6e76dd0cd56d26b5b0cb036e80a8,credit_card,23.28,0
0899b756a6357ed330e0620ad548d70d,credit_card,127.63,0
08a14ebab7440e5f7bfd8ca0b37fc613,credit_card,81.91,0
00f57f2ccce2a2e3f393fe8f5e616e0d,credit_card,285.81,0
0870ee292ce510fc7bf1ccd86a6d28c7,credit_card,84.05,0
035d66b23a4bba74f8119f9ebe3458ee,credit_card,114.57,0
02a0929986b1647b2df9bb303b4851b9,credit_card,298.58,0
08acb70a4f06f300068802d8776fefaa,credit_card,55.27,0
0786c4c0e6cac26fe4f5c558b232e392,credit_card,78.06,0
00a174dbf11967d260033fa6ab711493,credit_card,291.43,0
03e94224875e6dec154cc7a142ce5de2,credit_card,282.41,0
0231382a78f19752dabca6a86b618152,credit_card,86.02,0
05580ea6005bac590a3f143473c9b296,credit_card,211.72,0
070b4a621a6d06dcff9122e5c04b353a,credit_card,242.33,0
04d9462386313112744bfe028575d10f,credit_card,415.44,0
02bfd16c1a67263989b258fa92e20d3b,credit_card,90.89,0
06f4b63a078dd3d2ca46e379c2ab419e,credit_card,58.17,0
07182ece031138fc6c7f81b60b1eb329,credit_card,58.24,0
03310aa823a66056268a3bab36e827fb,voucher,3184.34,1
03054d8a8eefc2981cfad06f58e27979,credit_card,74.06,0
068027bd6fbd44e949cfb70acad89b55,credit_card,188.45,0
00ab1aba567dfebdc39caa4e7ca2f1b2,credit_card,48.38,0
06bad3a130e91f7b26791dba22abc0f5,credit_card,182.63,0
03b89e8b0ef3ba18cc903dbaa7aff107,credit_card,47.2,0
00345f338696283410b7977d2e3efc89,credit_card,67.34,0
032c9c5e050a01a77c20be3989064308,credit_card,50.09,0
06ca213ef85421d96ee0fe529d0f5885,credit_card,61.11,0
039ec885e36627ae6353cfd42a41c5da,credit_card,125.25,0
082d1a4833001c9e4d9a97109ea180d6,credit_card,264.67,0
08adcddad19d3acf37d1fa01cb9ded1e,credit_card,166.09,0
05d61bb749461f4805dbda51f767fa47,credit_card,1220,0
071cf21dda000c6ce3b50a56374b1b89,credit_card,210.18,0
06499dd792313ae78e92e4819ffceff9,credit_card,98.66,0
078e048ccc8dc8b449dedc064b860b0f,credit_card,74.03,0
03ab852861cd75d0a9225c92a3354a3a,credit_card,123.06,0
06ed17679c8b0ff15675069ab6217783,credit_card,177.44,0
039ff75de38e514eaa8ffb2618d5227e,credit_card,84.12,0
06c8b01414c769ebb36a9cd0fdb97baf,credit_card,89.27,0
075d1d2a3ac6d55e925dda5e2ad0c6fe,credit_card,179.92,0
01bdc09119b132e176e5c8f2cf68b0ac,credit_card,384.66,0
03ffce741877a000ca0fb3520673d4c4,credit_card,818.12,0
04e452498b75f049f617f5ed7ffc0633,credit_card,233.92,0
05a71c571d4602a72418b73366543cd9,credit_card,107.78,0
065a7d9057589f809082e012f696cb5d,credit_card,73.97,0
04323742e042716e4427a5b3536ea08f,credit_card,52.76,0
030e16ae69706dde9e78557f9b501657,credit_card,415.62,0
039450cd44c5b6c68f8d2bada4eb315f,credit_card,124.46,0
06de165212eea16e848d38f4392d5c11,voucher,21.88,0
0577713eb945f355426be26104c26b77,credit_card,97.2,0
02440f65dc09737b491463739c347446,credit_card,135.49,0
06cbf106e272a3ec4e936665d4489591,credit_card,206.99,0
042ce41927758767ec2aa0de06486b4c,credit_card,592.77,0
08090fccbb124a320054723db6201076,credit_card,35,0
089e38da3f1d828e95e2117ba84af02d,credit_card,170.19,0
04158f13c5f4533ee32baa89521cf9ba,credit_card,131.94,0
06afc1144eb9f51ef2aa90ec9223c7f4,credit_card,307.22,0
00042b26cf59d7ce69dfabb4e55b4fd9,credit_card,218.04,0
06c94a45382f44abb2968a87bcee9bcf,credit_card,137.6,0
061b74bca735bb2c1953e40bc098101d,credit_card,98.88,0
07629443859f99dfac4443b102f31ead,credit_card,792.17,0
01f80c40f143af17e50622fe26ca76c4,credit_card,137.27,0
066a60f7b0700a942ba22b627ebff13b,credit_card,137.93,0
05b3b36808b4c685d4a2753ad6fec9a3,credit_card,74.16,0
0547acbb31f582333f75c3fca2652969,credit_card,39.84,0
02564f320004c61ebf621191f06365a9,credit_card,37.75,0
076d991923ee938761994a4255f5c5da,credit_card,94.69,0
03171e00c28f7c3e5c779c2c1009a458,credit_card,158.74,0
06a05e46d787299f6277bfcb590f2ef5,credit_card,159.7,0
00fdb72e467da6f3b000b19b368a6cf6,credit_card,35.85,0
02e440cd2d735b66f2c859ecd1ec44bd,credit_card,130.06,0
03a579c0699b16c6fc6d5db022a6e85a,credit_card,314.92,0
05e8a1fd3d354369a3de6e7230a3651f,credit_card,43.18,0
013a98b3a668bcef05b98898177f6923,credit_card,198.7,0
0645ff0009ebb4d475c7e9d30520dd21,credit_card,52.38,0
059cd34e948c8025e660c89c0de2d792,credit_card,76.36,0
008819c6d5f6da6fa5cd9d50ca927cf4,credit_card,62.65,0
088f428b537f8a80e52118e3e409ed50,credit_card,160.4,0
088833da9e3a3578817cee729d4e0a97,credit_card,90.46,0
083dcb43c3410ea112ed46dc5e8f6674,credit_card,492.08,0
088858a852d62de0c175c9cc4bc0ddb6,credit_card,111.76,0
087c44ddc65697d4a3a2af9234c5a22b,credit_card,66.25,0
04e4230edda7cee2d7656643461d47e7,credit_card,100.95,0
013d92e415d1de7bf3b3b706f1b6d292,credit_card,204.07,0
043c74b543e990bd18b14ef1e4344031,credit_card,147.25,0
03ddab02775c66c855ad41424ae356e3,credit_card,119.93,0
0193517cd10a54473b6fd8392b58313f,credit_card,267.93,0
01c156f67900e1f33d1234ce92cb18d9,credit_card,31.7,0
0877034e4780ed6345f93f2c0e0d48ec,credit_card,109.38,0
06a77bcbebf5a85ba493f627e03980d6,credit_card,323.38,0
0257956857cf61994611a0a19f4bc247,credit_card,70.02,0
000229ec398224ef6ca0657da4fc703e,credit_card,216.87,0
